location,size,total_sqft,bath,price,bhk,price_per_sqft
Shampura,7 Bedroom,2800.0,5.0,95.0,7,3392.8571428571427
Vidyaranyapura,6 Bedroom,1060.0,6.0,110.0,6,10377.358490566035
Talaghattapura,3 BHK,2038.5,3.0,120.0,3,5886.681383370125
other,3 BHK,2700.0,3.0,200.0,3,7407.407407407408
other,3 BHK,1610.0,2.0,64.4,3,4000.000000000001
other,2 BHK,1020.0,2.0,60.0,2,5882.35294117647
Hennur Road,3 BHK,1470.0,2.0,75.0,3,5102.040816326531
Uttarahalli,3 BHK,1788.0,3.0,98.34,3,5500.0
Whitefield,2 BHK,1115.0,2.0,34.555,2,3099.103139013453
Hebbal Kempapura,2 BHK,1485.0,3.0,132.0,2,8888.888888888889
other,2 BHK,830.0,2.0,37.0,2,4457.831325301205
other,4 Bedroom,1200.0,4.0,135.0,4,11250.0
Bharathi Nagar,2 BHK,1351.0,2.0,70.0,2,5181.347150259067
Electronic City Phase II,3 BHK,975.0,2.0,45.0,3,4615.384615384615
other,3 BHK,1500.0,3.0,90.0,3,6000.0
Akshaya Nagar,3 BHK,1720.0,3.0,134.0,3,7790.697674418605
Sarjapur  Road,2 BHK,1025.0,2.0,45.5,2,4439.024390243902
Malleshpalya,2 BHK,1210.0,2.0,55.0,2,4545.454545454545
Begur Road,2 BHK,1240.0,2.0,45.88,2,3700.0
Kanakpura Road,3 BHK,1550.0,3.0,64.5,3,4161.290322580645
Yelahanka,3 BHK,1500.0,2.0,63.0,3,4200.0
Kundalahalli,3 BHK,1724.0,3.0,125.0,3,7250.580046403712
Konanakunte,4 Bedroom,1200.0,4.0,125.0,4,10416.666666666666
Whitefield,3 BHK,2500.0,3.0,313.0,3,12520.0
other,1 BHK,650.0,1.0,16.0,1,2461.5384615384614
Singasandra,2 BHK,1300.0,2.0,65.0,2,5000.0
Thanisandra,3 BHK,2002.0,3.0,112.0,3,5594.4055944055945
Hennur,2 BHK,1255.0,2.0,56.5,2,4501.99203187251
8th Phase JP Nagar,3 BHK,1504.0,2.0,83.0,3,5518.617021276596
Budigere,2 BHK,1153.0,2.0,57.0,2,4943.625325238509
R.T. Nagar,4 Bedroom,2000.0,4.0,320.0,4,16000.0
other,2 BHK,1100.0,2.0,110.0,2,10000.0
ISRO Layout,3 BHK,1370.0,2.0,87.0,3,6350.36496350365
5th Phase JP Nagar,9 Bedroom,812.0,6.0,165.0,9,20320.197044334975
JP Nagar,3 BHK,2400.0,3.0,196.0,3,8166.666666666667
other,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
other,4 BHK,3754.0,6.0,430.0,4,11454.448588172616
Jigani,3 Bedroom,2400.0,3.0,149.0,3,6208.333333333333
Begur Road,3 BHK,1933.0,3.0,98.0,3,5069.839627521987
Rachenahalli,2 BHK,1050.0,2.0,53.5,2,5095.238095238095
Kaggadasapura,3 BHK,1540.0,3.0,75.0,3,4870.12987012987
Varthur Road,2 BHK,1033.0,2.0,32.0,2,3097.773475314618
Thanisandra,2 BHK,933.0,2.0,55.0,2,5894.962486602358
other,2 BHK,1180.0,2.0,69.0,2,5847.457627118644
other,1 BHK,890.0,1.0,75.0,1,8426.966292134832
Anekal,1 BHK,600.0,1.0,16.5,1,2750.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.724054706356
Hosakerehalli,2 BHK,1304.0,2.0,100.0,2,7668.711656441717
other,11 BHK,6000.0,12.0,150.0,11,2500.0
HBR Layout,2 Bedroom,900.0,2.0,145.0,2,16111.111111111111
Electronic City,2 BHK,919.0,2.0,35.0,2,3808.487486398259
Sarjapur  Road,3 BHK,1845.0,4.0,110.0,3,5962.059620596206
other,1 Bedroom,672.0,1.0,27.0,1,4017.857142857142
Kothanur,3 BHK,1385.0,3.0,67.0,3,4837.545126353791
other,2 BHK,1205.0,2.0,70.0,2,5809.128630705394
other,1 Bedroom,1200.0,1.0,48.0,1,4000.0
1st Block Jayanagar,8 Bedroom,700.0,4.0,104.0,8,14857.142857142857
Attibele,1 BHK,782.0,1.0,19.55,1,2500.0
Hennur,3 Bedroom,1000.0,3.0,130.0,3,13000.0
Chandapura,1 BHK,645.0,1.0,16.45,1,2550.3875968992247
other,4 BHK,3200.0,5.0,150.0,4,4687.5
other,4 Bedroom,600.0,3.0,100.0,4,16666.666666666668
other,4 Bedroom,2100.0,3.0,210.0,4,10000.0
Kothannur,3 BHK,1300.0,2.0,60.0,3,4615.384615384615
other,9 Bedroom,1200.0,8.0,270.0,9,22500.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.724054706356
Hosur Road,2 BHK,1656.0,2.0,120.0,2,7246.376811594203
Judicial Layout,3 Bedroom,1200.0,4.0,220.0,3,18333.333333333332
other,3 BHK,1690.0,3.0,75.0,3,4437.869822485207
Harlur,3 BHK,2138.0,3.0,110.0,3,5144.9953227315245
Kothanur,3 BHK,1581.0,3.0,76.0,3,4807.084123972169
Ulsoor,4 Bedroom,2500.0,4.0,170.0,4,6800.0
Hosur Road,3 BHK,1510.0,2.0,105.0,3,6953.64238410596
other,5 Bedroom,570.0,5.0,80.0,5,14035.087719298246
Kaggadasapura,2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
Marathahalli,2 BHK,1050.0,2.0,65.0,2,6190.476190476191
Attibele,1 BHK,418.0,2.0,11.5,1,2751.196172248804
other,2 BHK,1147.0,2.0,54.0,2,4707.933740191805
other,2 BHK,1000.0,1.0,55.0,2,5500.0
Whitefield,4 Bedroom,3453.0,4.0,247.0,4,7153.200115841298
other,3 BHK,1300.0,2.0,49.0,3,3769.230769230769
Uttarahalli,2 BHK,1150.0,2.0,46.0,2,4000.0
Karuna Nagar,2 BHK,1057.0,2.0,65.0,2,6149.479659413434
other,4 Bedroom,2700.0,4.0,295.0,4,10925.925925925923
7th Phase JP Nagar,3 BHK,1680.0,3.0,120.0,3,7142.857142857143
Marathahalli,3 BHK,1690.0,3.0,116.0,3,6863.905325443787
Dodda Nekkundi,3 BHK,1804.0,3.0,121.0,3,6707.317073170731
Whitefield,1 BHK,825.0,1.0,44.9,1,5442.424242424242
other,3 BHK,1080.0,2.0,75.0,3,6944.444444444444
Yeshwanthpur,3 BHK,1679.0,3.0,92.13,3,5487.194758784991
other,3 Bedroom,7800.0,3.0,2000.0,3,25641.02564102564
Hebbal,2 BHK,1349.0,2.0,98.0,2,7264.6404744255005
Basavangudi,3 BHK,1600.0,2.0,160.0,3,10000.0
Neeladri Nagar,10 BHK,4000.0,12.0,160.0,10,4000.0
other,2 BHK,960.0,2.0,33.0,2,3437.5
other,4 BHK,4750.0,6.0,948.0,4,19957.894736842107
Marathahalli,3 BHK,1680.0,3.0,105.0,3,6250.0
other,4 Bedroom,2200.0,4.0,235.0,4,10681.818181818182
Vidyaranyapura,9 Bedroom,1200.0,9.0,175.0,9,14583.333333333334
other,2 BHK,1158.0,2.0,75.0,2,6476.683937823835
Electronics City Phase 1,3 BHK,1450.0,3.0,72.54,3,5002.758620689656
Kadugodi,2 BHK,1050.0,2.0,34.0,2,3238.095238095238
Electronic City Phase II,3 BHK,1192.0,2.0,47.0,3,3942.953020134228
other,8 Bedroom,990.0,12.0,120.0,8,12121.212121212122
other,2 BHK,760.0,2.0,37.49,2,4932.894736842105
other,2 BHK,1600.0,2.0,31.0,2,1937.5
other,2 BHK,1280.0,2.0,49.75,2,3886.71875
Yeshwanthpur,3 BHK,1520.0,3.0,85.0,3,5592.105263157895
other,7 Bedroom,1900.0,3.0,162.0,7,8526.315789473685
Sector 2 HSR Layout,2 BHK,1143.0,2.0,65.0,2,5686.789151356081
Sarjapur  Road,3 BHK,1157.0,2.0,53.99,3,4666.3785652549695
Lingadheeranahalli,3 BHK,1530.0,2.0,90.0,3,5882.35294117647
Bannerghatta Road,2 BHK,793.0,2.0,45.0,2,5674.653215636822
Yelahanka New Town,2 BHK,960.0,2.0,50.0,2,5208.333333333333
ITPL,2 BHK,850.0,2.0,25.4,2,2988.235294117647
7th Phase JP Nagar,4 Bedroom,3600.0,3.0,410.0,4,11388.888888888889
Kengeri,1 BHK,410.0,1.0,15.0,1,3658.5365853658536
Horamavu Agara,2 BHK,1060.0,2.0,37.0,2,3490.566037735849
Gottigere,3 BHK,1385.0,3.0,64.0,3,4620.938628158845
other,2 BHK,420.0,1.0,25.0,2,5952.380952380952
Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,50.0,2,4273.504273504273
Sarjapur  Road,2 BHK,1035.0,2.0,47.0,2,4541.062801932367
Hebbal,3 BHK,1740.0,2.0,137.0,3,7873.563218390805
other,2 BHK,1115.0,2.0,56.87,2,5100.448430493274
Banashankari,3 BHK,3580.0,3.0,411.0,3,11480.446927374302
Sahakara Nagar,3 BHK,2200.0,3.0,98.0,3,4454.545454545455
7th Phase JP Nagar,3 BHK,1680.0,3.0,117.0,3,6964.285714285715
other,4 BHK,2000.0,4.0,120.0,4,6000.0
Sarjapur  Road,3 BHK,1403.0,3.0,55.0,3,3920.1710620099784
Rachenahalli,3 BHK,1550.0,3.0,72.5,3,4677.419354838709
Chandapura,3 BHK,1095.0,2.0,32.0,3,2922.3744292237443
Konanakunte,9 Bedroom,1590.0,6.0,150.0,9,9433.962264150943
Kanakpura Road,3 BHK,1570.0,3.0,64.5,3,4108.28025477707
Akshaya Nagar,2 BHK,1179.0,2.0,51.0,2,4325.699745547074
Chandapura,2 BHK,1015.0,2.0,25.88,2,2549.753694581281
Uttarahalli,3 BHK,1460.0,3.0,76.0,3,5205.479452054795
Yelahanka,1 BHK,827.5,1.0,42.535,1,5140.181268882176
Kodigehaali,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
other,3 BHK,1480.0,3.0,75.0,3,5067.5675675675675
Old Airport Road,4 BHK,3356.0,4.0,251.0,4,7479.141835518474
other,5 BHK,2400.0,5.0,93.0,5,3875.0
Electronic City,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
Pai Layout,2 Bedroom,1150.0,2.0,170.0,2,14782.608695652174
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
other,3 BHK,2750.0,3.0,260.0,3,9454.545454545454
7th Phase JP Nagar,2 BHK,1050.0,2.0,68.0,2,6476.190476190476
Vijayanagar,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
Yelahanka,2 BHK,915.0,2.0,48.0,2,5245.901639344263
7th Phase JP Nagar,6 Bedroom,1045.0,6.0,160.0,6,15311.004784688996
Bommasandra Industrial Area,3 BHK,1220.0,2.0,35.2,3,2885.2459016393445
Hosa Road,6 Bedroom,1300.0,6.0,145.0,6,11153.846153846154
other,7 BHK,1200.0,5.0,200.0,7,16666.666666666668
BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3,10000.0
Chandapura,2 BHK,975.0,2.0,24.86,2,2549.74358974359
Judicial Layout,5 BHK,1100.0,4.0,199.0,5,18090.909090909092
Sarjapur  Road,2 BHK,970.0,2.0,36.0,2,3711.340206185567
Yelahanka,4 BHK,4025.0,6.0,350.0,4,8695.652173913044
ISRO Layout,4 Bedroom,950.0,3.0,179.0,4,18842.105263157893
KR Puram,2 BHK,1245.0,2.0,60.0,2,4819.277108433735
Chikkalasandra,2 BHK,1230.0,2.0,48.0,2,3902.439024390244
Yelahanka,3 BHK,1600.0,3.0,100.0,3,6250.0
Chamrajpet,2 BHK,1350.0,2.0,180.0,2,13333.333333333334
Hebbal,4 BHK,3067.0,4.0,230.0,4,7499.184871209651
Akshaya Nagar,3 BHK,1421.0,2.0,73.0,3,5137.227304714989
Harlur,2 BHK,936.0,2.0,45.0,2,4807.692307692308
other,2 BHK,1236.0,2.0,50.0,2,4045.307443365696
other,1 BHK,1000.0,1.0,19.0,1,1900.0
other,3 BHK,1840.0,3.0,85.0,3,4619.565217391304
8th Phase JP Nagar,3 BHK,1800.0,3.0,80.0,3,4444.444444444444
Old Madras Road,2 BHK,1299.0,2.0,95.0,2,7313.317936874519
other,5 Bedroom,3000.0,4.0,170.0,5,5666.666666666667
Dasanapura,2 BHK,814.0,2.0,43.7,2,5368.550368550368
Koramangala,4 BHK,2461.0,6.0,353.0,4,14343.762698090208
Sompura,2 BHK,1126.0,2.0,39.0,2,3463.587921847247
Marathahalli,3 BHK,1583.0,3.0,105.0,3,6632.975363234365
other,4 BHK,3535.0,4.0,215.0,4,6082.036775106082
Whitefield,3 BHK,1346.0,2.0,100.0,3,7429.420505200595
Basaveshwara Nagar,3 Bedroom,1200.0,3.0,190.0,3,15833.333333333334
other,4 Bedroom,1440.0,4.0,88.0,4,6111.111111111111
Sarjapur  Road,4 Bedroom,5400.0,4.0,725.0,4,13425.925925925923
Hennur Road,3 BHK,1482.0,2.0,68.9,3,4649.122807017545
Banashankari Stage III,5 Bedroom,1200.0,5.0,180.0,5,15000.0
Mahadevpura,3 BHK,1505.0,3.0,64.0,3,4252.491694352159
Indira Nagar,4 Bedroom,2400.0,4.0,700.0,4,29166.666666666668
Tindlu,3 Bedroom,1500.0,3.0,87.0,3,5800.0
Kanakpura Road,2 BHK,700.0,2.0,35.07,2,5010.0
other,3 BHK,1519.0,3.0,67.23,3,4425.938117182357
other,5 Bedroom,1200.0,4.0,120.0,5,10000.0
Jalahalli,1 BHK,615.0,1.0,46.0,1,7479.674796747968
other,2 BHK,1315.0,2.0,90.0,2,6844.106463878327
Thanisandra,3 BHK,1430.0,2.0,51.46,3,3598.6013986013986
Banashankari Stage III,8 Bedroom,1200.0,7.0,350.0,8,29166.666666666668
Horamavu Agara,2 BHK,980.0,2.0,38.19,2,3896.938775510204
BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
Bommasandra,3 Bedroom,1200.0,3.0,110.0,3,9166.666666666666
Ramamurthy Nagar,1 Bedroom,600.0,1.0,43.0,1,7166.666666666667
Electronic City Phase II,2 BHK,1300.0,2.0,28.0,2,2153.846153846154
Whitefield,2 BHK,935.0,2.0,32.72,2,3499.4652406417113
other,2 Bedroom,1200.0,2.0,216.0,2,18000.0
Doddathoguru,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Cunningham Road,4 BHK,5108.0,5.0,995.0,4,19479.24823805795
other,2 Bedroom,680.0,3.0,60.0,2,8823.529411764706
AECS Layout,2 BHK,1028.0,2.0,42.0,2,4085.603112840467
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,6355.932203389831
other,2 BHK,1190.0,2.0,48.6,2,4084.0336134453783
Cooke Town,3 BHK,1700.0,3.0,120.0,3,7058.823529411765
Hennur Road,2 BHK,1232.0,2.0,80.0,2,6493.506493506494
Sultan Palaya,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
Harlur,3 BHK,1752.12,3.0,125.0,3,7134.214551514737
Tumkur Road,5 Bedroom,4800.0,5.0,150.0,5,3125.0
Kengeri,2 BHK,963.0,2.0,40.0,2,4153.686396677051
Whitefield,2 BHK,1115.0,2.0,55.0,2,4932.735426008969
Hebbal,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
other,2 BHK,1148.0,2.0,69.0,2,6010.452961672474
other,4 BHK,1200.0,4.0,230.0,4,19166.666666666668
other,3 Bedroom,1200.0,3.0,130.0,3,10833.333333333334
Neeladri Nagar,2 BHK,1060.0,2.0,35.0,2,3301.8867924528304
Bellandur,2 BHK,1465.0,3.0,90.0,2,6143.344709897611
Begur Road,2 BHK,1160.0,2.0,42.0,2,3620.689655172414
Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
Old Madras Road,3 BHK,2760.0,5.0,157.0,3,5688.405797101449
other,2 BHK,782.0,2.0,55.68,2,7120.204603580562
Kothannur,3 BHK,1240.0,2.0,39.85,3,3213.709677419354
Sarjapur  Road,3 BHK,1270.0,2.0,54.0,3,4251.968503937008
Kaggadasapura,2 BHK,1050.0,2.0,48.0,2,4571.428571428572
Benson Town,4 BHK,3633.0,6.0,550.0,4,15139.003578309936
Kambipura,3 BHK,1082.0,2.0,55.0,3,5083.179297597043
Banaswadi,6 Bedroom,1200.0,6.0,220.0,6,18333.333333333332
Sarakki Nagar,3 Bedroom,1200.0,3.0,128.0,3,10666.666666666666
Dodda Nekkundi,2 BHK,1145.0,2.0,46.5,2,4061.1353711790393
Billekahalli,2 BHK,1125.0,2.0,62.0,2,5511.111111111111
Dommasandra,2 Bedroom,1500.0,2.0,40.0,2,2666.6666666666665
Kaggadasapura,2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
Laggere,2 Bedroom,1200.0,2.0,75.0,2,6250.0
Electronic City Phase II,2 BHK,829.0,2.0,22.8,2,2750.301568154403
KR Puram,9 BHK,4600.0,9.0,200.0,9,4347.826086956522
other,2 BHK,1000.0,2.0,63.0,2,6300.0
other,6 Bedroom,800.0,3.0,120.0,6,15000.0
Sarakki Nagar,4 Bedroom,2400.0,4.0,358.0,4,14916.666666666666
Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4,5506.257110352673
Horamavu Banaswadi,2 BHK,1200.0,2.0,45.0,2,3750.0
other,2 BHK,1200.0,2.0,67.0,2,5583.333333333333
Chandapura,2 BHK,1201.0,2.0,27.0,2,2248.1265611990007
Hormavu,4 Bedroom,3500.0,4.0,289.0,4,8257.142857142857
Hosur Road,3 BHK,1685.0,3.0,90.0,3,5341.246290801187
EPIP Zone,3 BHK,1860.0,3.0,130.0,3,6989.247311827957
Dasarahalli,7 Bedroom,2400.0,3.0,150.0,7,6250.0
Padmanabhanagar,3 BHK,1360.0,2.0,75.0,3,5514.705882352941
Marathahalli,2 BHK,1220.0,2.0,59.0,2,4836.065573770492
Kudlu Gate,2 BHK,1215.0,2.0,44.96,2,3700.411522633745
Thubarahalli,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
Old Airport Road,4 BHK,2690.0,4.0,199.0,4,7397.769516728625
Whitefield,3 BHK,1345.0,3.0,58.0,3,4312.267657992565
Banashankari,3 BHK,1750.0,2.0,89.0,3,5085.714285714285
other,2 BHK,1100.0,2.0,46.0,2,4181.818181818182
8th Phase JP Nagar,3 BHK,1230.0,2.0,43.5,3,3536.5853658536585
Old Madras Road,3 BHK,2266.0,3.0,207.0,3,9135.03971756399
other,3 BHK,1495.0,3.0,55.0,3,3678.929765886287
other,3 BHK,1375.0,2.0,85.0,3,6181.818181818182
Bellandur,3 BHK,2400.0,3.0,115.0,3,4791.666666666667
Yeshwanthpur,2 BHK,1185.0,2.0,75.84,2,6400.0
Electronic City,3 BHK,1025.0,2.0,47.0,3,4585.365853658536
Lakshminarayana Pura,2 BHK,1169.0,2.0,75.0,2,6415.739948674081
other,3 Bedroom,1200.0,3.0,165.0,3,13750.0
Jigani,2 BHK,918.0,2.0,63.2,2,6884.531590413943
Basavangudi,2 BHK,1230.0,2.0,80.0,2,6504.065040650406
Sarjapur  Road,2 BHK,984.0,2.0,55.0,2,5589.430894308943
Whitefield,2 BHK,735.0,2.0,35.0,2,4761.9047619047615
Hennur Road,2 BHK,1165.0,2.0,52.0,2,4463.519313304721
other,3 BHK,1544.0,3.0,120.0,3,7772.020725388601
Kengeri,1 BHK,416.0,1.0,17.19,1,4132.211538461539
8th Phase JP Nagar,2 BHK,909.0,2.0,40.9,2,4499.4499449945
other,6 Bedroom,3000.0,6.0,300.0,6,10000.0
Bannerghatta Road,2 BHK,1260.0,2.0,70.0,2,5555.555555555556
Whitefield,3 BHK,1700.0,3.0,115.0,3,6764.705882352941
other,2 BHK,1010.0,2.0,41.0,2,4059.4059405940593
Thigalarapalya,3 BHK,2072.0,4.0,155.0,3,7480.694980694981
Uttarahalli,3 BHK,1330.0,2.0,56.0,3,4210.526315789473
Bhoganhalli,3 BHK,1718.0,3.0,90.2,3,5250.291036088475
other,2 BHK,1250.0,2.0,65.0,2,5200.0
Kannamangala,3 BHK,1814.0,3.0,129.0,3,7111.35611907387
other,2 BHK,1113.0,2.0,51.0,2,4582.210242587601
other,3 BHK,1800.0,3.0,120.0,3,6666.666666666667
Begur Road,2 BHK,1215.0,2.0,43.13,2,3549.794238683128
other,4 Bedroom,1150.0,3.0,110.0,4,9565.217391304348
other,3 BHK,1495.0,3.0,90.0,3,6020.066889632107
Kudlu Gate,3 BHK,1432.0,2.0,61.11,3,4267.458100558659
Devarachikkanahalli,3 BHK,1700.0,3.0,71.0,3,4176.470588235294
Doddathoguru,3 BHK,1208.0,3.0,45.0,3,3725.1655629139073
other,2 BHK,902.0,2.0,42.0,2,4656.319290465632
9th Phase JP Nagar,2 BHK,1050.0,2.0,35.0,2,3333.3333333333335
Hosur Road,3 BHK,1766.0,3.0,130.0,3,7361.268403171008
CV Raman Nagar,2 BHK,1030.0,2.0,35.0,2,3398.0582524271845
Hosur Road,2 BHK,1223.0,2.0,93.0,2,7604.251839738348
other,3 BHK,2000.0,3.0,85.0,3,4250.0
other,3 BHK,1488.0,2.0,60.0,3,4032.2580645161297
other,3 BHK,1310.0,2.0,37.83,3,2887.7862595419847
Old Madras Road,4 BHK,3630.0,6.0,196.0,4,5399.449035812672
other,3 BHK,1700.0,3.0,97.0,3,5705.882352941177
Bellandur,3 BHK,1400.0,2.0,44.81,3,3200.714285714286
other,3 BHK,1458.0,2.0,87.0,3,5967.078189300411
Whitefield,2 BHK,1118.0,2.0,75.0,2,6708.4078711985685
Hulimavu,2 BHK,1255.0,2.0,66.0,2,5258.964143426295
Hulimavu,5 Bedroom,1200.0,5.0,101.0,5,8416.666666666666
Whitefield,2 BHK,1216.0,2.0,80.0,2,6578.9473684210525
other,3 BHK,1680.0,3.0,135.0,3,8035.714285714285
Thanisandra,2 BHK,1185.0,2.0,42.0,2,3544.3037974683543
Sahakara Nagar,2 BHK,1291.0,2.0,72.3,2,5600.309837335399
Hulimavu,2 BHK,935.0,2.0,45.0,2,4812.834224598931
other,2 BHK,1355.0,2.0,95.0,2,7011.070110701107
other,2 BHK,1290.0,2.0,40.63,2,3149.6124031007757
other,2 BHK,1367.0,2.0,62.0,2,4535.479151426482
other,3 BHK,1495.0,2.0,63.0,3,4214.046822742475
Hennur Road,3 BHK,1891.0,3.0,109.0,3,5764.1459545214175
Bisuvanahalli,3 BHK,1075.0,2.0,52.0,3,4837.209302325581
Electronic City,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
Yelahanka New Town,1 BHK,500.0,1.0,18.0,1,3600.0
other,3 BHK,2250.0,3.0,180.0,3,8000.0
Jalahalli,2 BHK,1020.0,2.0,52.0,2,5098.0392156862745
Devarachikkanahalli,2 BHK,1170.0,2.0,40.0,2,3418.803418803419
Whitefield,2 Bedroom,1200.0,2.0,45.0,2,3750.0
other,4 BHK,2996.0,4.0,200.0,4,6675.567423230975
Ardendale,4 BHK,2062.0,3.0,150.0,4,7274.4907856450045
other,3 BHK,1215.0,2.0,49.86,3,4103.7037037037035
other,2 BHK,1141.0,2.0,55.0,2,4820.333041191937
Billekahalli,2 BHK,1090.0,2.0,52.0,2,4770.642201834862
Kengeri,4 Bedroom,2400.0,5.0,253.0,4,10541.666666666666
Hosakerehalli,3 BHK,2480.0,3.0,245.0,3,9879.032258064515
other,2 BHK,1275.0,2.0,59.0,2,4627.450980392156
other,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
Hebbal Kempapura,2 BHK,1400.0,2.0,108.0,2,7714.285714285715
Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,6250.0
other,5 Bedroom,1200.0,4.0,85.0,5,7083.333333333333
Bannerghatta Road,3 BHK,1400.0,3.0,68.0,3,4857.142857142857
Kodigehaali,2 BHK,965.0,2.0,38.0,2,3937.8238341968913
Shivaji Nagar,2 BHK,1554.0,3.0,130.0,2,8365.508365508365
Vidyaranyapura,2 BHK,1000.0,2.0,35.0,2,3500.0
Whitefield,3 BHK,1800.0,2.0,70.0,3,3888.8888888888887
Kudlu,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
Bannerghatta Road,3 Bedroom,1500.0,4.0,239.0,3,15933.333333333334
Electronics City Phase 1,1 BHK,645.0,1.0,42.5,1,6589.147286821705
HRBR Layout,2 BHK,1440.0,2.0,98.0,2,6805.555555555556
Sultan Palaya,2 BHK,1070.0,2.0,49.0,2,4579.439252336449
Electronic City,3 BHK,1350.0,3.0,58.0,3,4296.2962962962965
Bisuvanahalli,3 BHK,1075.0,2.0,47.0,3,4372.093023255814
Bannerghatta Road,3 BHK,1465.0,2.0,75.0,3,5119.453924914676
Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,220.0,4,18333.333333333332
other,2 Bedroom,2000.0,2.0,160.0,2,8000.0
Harlur,2 BHK,1174.0,2.0,75.0,2,6388.415672913117
Chandapura,2 BHK,778.0,2.0,25.29,2,3250.642673521851
other,4 Bedroom,1500.0,5.0,233.0,4,15533.333333333334
Giri Nagar,1 Bedroom,600.0,1.0,125.0,1,20833.333333333332
Brookefield,2 BHK,1260.0,2.0,70.0,2,5555.555555555556
Jalahalli East,3 BHK,1300.0,2.0,63.0,3,4846.153846153846
other,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Singasandra,2 BHK,1416.0,2.0,67.0,2,4731.6384180790965
Abbigere,2 BHK,1000.0,2.0,41.0,2,4100.0
Haralur Road,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Indira Nagar,1 Bedroom,500.0,1.0,70.0,1,14000.0
other,2 BHK,1095.0,2.0,40.0,2,3652.96803652968
other,3 Bedroom,1365.0,3.0,99.0,3,7252.747252747253
Haralur Road,2 BHK,1225.0,2.0,67.48,2,5508.571428571428
other,2 BHK,1001.0,2.0,33.03,2,3299.7002997002996
Hormavu,2 BHK,1175.0,2.0,52.0,2,4425.531914893617
Horamavu Banaswadi,2 BHK,1272.0,2.0,51.5,2,4048.74213836478
Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,3,6287.22700198544
other,3 BHK,1669.0,3.0,298.0,3,17855.002995805873
Kaggadasapura,3 BHK,1485.0,2.0,70.0,3,4713.804713804714
Electronic City Phase II,3 BHK,1549.0,3.0,80.0,3,5164.622336991608
Sarjapur  Road,2 BHK,994.0,2.0,45.0,2,4527.162977867203
Whitefield,4 Bedroom,5000.0,5.0,550.0,4,11000.0
Ulsoor,9 Bedroom,2300.0,8.0,210.0,9,9130.434782608696
Sarjapur  Road,2 BHK,944.0,2.0,35.0,2,3707.627118644068
other,2 BHK,975.0,2.0,55.0,2,5641.025641025641
Sarjapur  Road,3 BHK,1181.0,2.0,65.0,3,5503.81033022862
Kadugodi,2 BHK,1030.0,2.0,35.02,2,3400.0000000000005
other,2 BHK,1025.0,2.0,42.5,2,4146.341463414634
other,5 Bedroom,1560.0,5.0,145.0,5,9294.871794871797
Jigani,2 BHK,937.0,2.0,44.0,2,4695.837780149413
Akshaya Nagar,3 BHK,1434.0,3.0,84.0,3,5857.740585774059
Hoodi,2 BHK,1181.0,2.0,55.0,2,4657.070279424217
Gottigere,3 BHK,1500.0,3.0,63.0,3,4200.0
Whitefield,4 Bedroom,3000.0,4.0,306.0,4,10200.0
Whitefield,3 BHK,2134.0,4.0,118.0,3,5529.522024367385
Uttarahalli,3 BHK,1215.0,2.0,52.85,3,4349.794238683127
Mico Layout,2 Bedroom,800.0,2.0,80.0,2,10000.0
Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
Electronic City,2 BHK,1125.0,2.0,28.13,2,2500.4444444444443
Thanisandra,2 BHK,1188.0,2.0,36.0,2,3030.3030303030305
HSR Layout,2 BHK,1009.0,2.0,56.0,2,5550.049554013875
Jalahalli East,1 BHK,775.0,1.0,34.1,1,4400.0
Thanisandra,3 BHK,1430.0,2.0,54.5,3,3811.188811188811
HBR Layout,3 BHK,1700.0,3.0,110.0,3,6470.588235294118
Horamavu Agara,2 BHK,1107.83,2.0,41.51,2,3746.964787016059
Yeshwanthpur,3 BHK,1693.0,3.0,108.0,3,6379.208505611341
